person_age,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,credit_score,loan_status
22.0,82511.0,0,MORTGAGE,3500.0,6.39,573,0
26.0,70502.0,3,MORTGAGE,3000.0,6.92,655,0
23.0,48668.0,5,MORTGAGE,8250.0,9.32,673,0
22.0,49114.0,4,RENT,7000.0,11.99,553,0
24.0,87488.0,2,MORTGAGE,8000.0,7.88,683,0
24.0,87365.0,2,RENT,15000.0,10.99,665,0
23.0,109160.0,0,MORTGAGE,12000.0,11.01,651,0
24.0,61839.0,0,MORTGAGE,8500.0,8.94,616,0
26.0,164138.0,1,RENT,12000.0,14.72,616,0
22.0,60894.0,0,RENT,10000.0,7.88,605,0
23.0,64049.0,3,MORTGAGE,15000.0,16.49,578,0
23.0,72874.0,0,MORTGAGE,7000.0,6.54,688,0
25.0,61109.0,5,MORTGAGE,6000.0,6.76,639,0
25.0,44389.0,4,MORTGAGE,7000.0,12.73,635,0
22.0,58307.0,0,MORTGAGE,1500.0,13.43,664,0
25.0,75526.0,7,RENT,25000.0,12.73,603,1
25.0,60236.0,2,RENT,7750.0,9.63,640,0
24.0,78216.0,0,MORTGAGE,12000.0,17.56,614,1
21.0,71339.0,0,MORTGAGE,5000.0,9.99,559,1
21.0,29794.0,0,OWN,7000.0,11.86,648,0
26.0,78008.0,3,MORTGAGE,8000.0,12.17,621,1
26.0,109040.0,6,MORTGAGE,3200.0,13.22,665,0
22.0,66041.0,0,RENT,12000.0,8.49,609,0
25.0,73172.0,2,RENT,7000.0,9.25,582,0
26.0,205039.0,5,MORTGAGE,20000.0,10.37,633,0
24.0,41533.0,1,MORTGAGE,2500.0,8.9,622,0
26.0,132973.0,3,MORTGAGE,5000.0,12.69,550,0
22.0,28467.0,0,MORTGAGE,3000.0,8.94,647,0
24.0,73092.0,0,MORTGAGE,14000.0,7.51,647,0
23.0,48756.0,0,RENT,8000.0,11.49,619,0
22.0,42793.0,0,RENT,9600.0,19.16,662,1
22.0,36989.0,0,RENT,15000.0,15.27,675,1
25.0,181161.0,4,MORTGAGE,25000.0,10.37,619,0
21.0,37148.0,0,RENT,10000.0,11.99,632,1
23.0,104761.0,1,MORTGAGE,14000.0,7.29,478,0
23.0,75510.0,3,MORTGAGE,6400.0,10.08,688,0
23.0,39969.0,1,RENT,4000.0,11.01,681,0
26.0,147329.0,0,MORTGAGE,4800.0,11.01,657,0
23.0,48568.0,0,MORTGAGE,2000.0,10.99,566,0
23.0,193046.0,2,MORTGAGE,35000.0,7.66,617,0
22.0,76427.0,0,MORTGAGE,25000.0,14.38,636,1
26.0,81340.0,2,MORTGAGE,10000.0,12.21,577,0
22.0,47436.0,0,OWN,10000.0,13.99,652,0
23.0,71409.0,1,RENT,3000.0,10.36,682,1
22.0,120956.0,1,RENT,1200.0,8.59,642,0
26.0,39293.0,0,RENT,7500.0,13.79,625,0
23.0,101881.0,3,RENT,15000.0,11.34,502,0
23.0,103123.0,0,RENT,5000.0,11.11,565,0
23.0,34523.0,0,RENT,5000.0,11.78,524,0
24.0,73123.0,0,OWN,15000.0,11.83,669,0
24.0,42001.0,0,RENT,7000.0,13.16,568,1
22.0,63486.0,0,MORTGAGE,10000.0,13.87,635,1
23.0,16904.0,0,RENT,2800.0,15.21,632,1
22.0,49128.0,0,RENT,19000.0,12.18,544,1
22.0,59002.0,0,RENT,20000.0,11.36,614,1
24.0,34352.0,0,OWN,7000.0,7.9,620,0
25.0,202600.0,0,MORTGAGE,35000.0,10.65,618,0
23.0,54370.0,1,MORTGAGE,3500.0,11.01,677,0
25.0,57385.0,0,OWN,4000.0,6.62,605,0
21.0,32193.0,1,RENT,6000.0,7.49,660,0
26.0,63535.0,3,MORTGAGE,6500.0,15.68,554,1
23.0,35573.0,3,OWN,10000.0,18.62,659,1
22.0,129449.0,2,MORTGAGE,10000.0,7.29,598,0
25.0,72846.0,2,MORTGAGE,5000.0,7.29,672,0
23.0,70917.0,1,MORTGAGE,4000.0,8.0,606,0
22.0,39195.0,0,RENT,5400.0,16.29,686,1
23.0,137685.0,2,MORTGAGE,8000.0,12.68,617,0
21.0,48909.0,0,MORTGAGE,5000.0,6.62,546,0
24.0,104183.0,4,MORTGAGE,20000.0,10.99,636,1
24.0,37026.0,4,RENT,3000.0,7.49,711,0
24.0,48736.0,0,RENT,10000.0,11.99,664,0
25.0,47219.0,4,MORTGAGE,12000.0,10.38,704,0
26.0,46346.0,5,RENT,10000.0,14.91,589,0
23.0,91196.0,0,RENT,5000.0,7.49,605,0
25.0,40218.0,6,MORTGAGE,12500.0,7.9,648,0
24.0,78796.0,0,MORTGAGE,3300.0,7.51,628,0
25.0,180871.0,3,MORTGAGE,8200.0,5.79,585,0
21.0,72957.0,0,RENT,5000.0,8.49,641,0
23.0,43073.0,1,MORTGAGE,2100.0,5.42,611,0
24.0,73201.0,2,RENT,12500.0,11.49,635,0
26.0,106728.0,3,RENT,10000.0,12.69,677,0
23.0,55641.0,0,RENT,5000.0,14.22,622,0
25.0,147313.0,7,MORTGAGE,20000.0,13.23,551,0
25.0,61055.0,0,OWN,9175.0,19.42,615,0
23.0,86343.0,0,RENT,11300.0,7.49,654,0
24.0,19750.0,2,RENT,4200.0,11.01,661,1
23.0,48102.0,2,MORTGAGE,3250.0,11.01,599,1
24.0,29665.0,1,RENT,5500.0,14.27,678,0
23.0,78910.0,3,RENT,6000.0,9.63,593,0
26.0,102941.0,6,MORTGAGE,10000.0,14.09,635,0
23.0,42656.0,0,RENT,7000.0,11.99,528,1
21.0,44117.0,0,MORTGAGE,1000.0,12.42,656,0
24.0,49266.0,3,RENT,3825.0,10.0,619,0
22.0,51506.0,0,OWN,12000.0,11.01,546,0
25.0,48921.0,1,MORTGAGE,3500.0,13.49,678,0
21.0,22526.0,1,RENT,5800.0,14.72,630,1
25.0,103077.0,6,MORTGAGE,12000.0,14.65,560,0
25.0,101722.0,3,RENT,8000.0,16.45,607,1
25.0,26667.0,2,RENT,7500.0,11.34,656,1
23.0,70650.0,2,RENT,12800.0,12.42,578,0
23.0,35306.0,0,MORTGAGE,5000.0,11.99,624,0
22.0,37188.0,0,MORTGAGE,6600.0,14.42,577,0
23.0,94393.0,0,MORTGAGE,8000.0,12.87,604,1
22.0,165525.0,2,MORTGAGE,10000.0,5.79,694,0
25.0,51303.0,2,RENT,10000.0,13.8,630,1
22.0,198863.0,2,MORTGAGE,24000.0,15.62,674,0
25.0,55058.0,3,RENT,5000.0,10.74,631,0
24.0,46929.0,2,RENT,4000.0,7.29,643,0
26.0,48959.0,4,RENT,1800.0,13.23,577,0
24.0,84935.0,2,OWN,6000.0,5.42,631,0
24.0,87376.0,4,MORTGAGE,14000.0,14.65,622,1
22.0,100539.0,0,OWN,25000.0,15.95,686,0
23.0,51634.0,1,RENT,15000.0,11.83,628,1
26.0,72791.0,3,RENT,24000.0,7.9,639,1
22.0,109075.0,0,MORTGAGE,6400.0,9.88,686,0
25.0,57332.0,4,RENT,8500.0,8.9,640,0
23.0,35917.0,0,OWN,6400.0,8.94,615,0
25.0,95698.0,3,MORTGAGE,10000.0,5.79,617,0
22.0,84671.0,0,OWN,8000.0,12.84,664,0
23.0,114815.0,3,MORTGAGE,35000.0,7.9,663,0
24.0,45115.0,3,RENT,5500.0,9.2,720,0
23.0,85101.0,3,RENT,12000.0,7.9,668,0
25.0,148792.0,1,RENT,12000.0,10.75,652,0
25.0,99522.0,0,RENT,6000.0,11.01,609,0
25.0,139018.0,2,MORTGAGE,19000.0,13.49,607,0
21.0,63706.0,1,RENT,1500.0,11.99,644,0
26.0,51692.0,7,MORTGAGE,4500.0,11.48,595,0
23.0,115099.0,3,MORTGAGE,19800.0,13.22,659,1
23.0,85113.0,0,RENT,6725.0,6.62,679,0
22.0,85042.0,2,OWN,12000.0,12.53,640,0
22.0,103092.0,0,MORTGAGE,12000.0,6.91,642,0
24.0,84827.0,2,MORTGAGE,6000.0,15.23,568,0
22.0,129155.0,2,MORTGAGE,35000.0,16.49,612,1
22.0,54962.0,2,RENT,9000.0,11.48,631,0
25.0,47646.0,0,MORTGAGE,8000.0,6.03,552,0
26.0,144715.0,4,MORTGAGE,6000.0,11.01,650,0
22.0,55069.0,0,RENT,4000.0,11.01,642,0
23.0,81071.0,2,MORTGAGE,1500.0,11.49,595,0
23.0,241092.0,2,MORTGAGE,5000.0,7.43,621,0
26.0,39422.0,6,RENT,5000.0,6.03,706,0
22.0,41692.0,0,RENT,6500.0,13.22,593,1
25.0,44392.0,5,OWN,11200.0,9.76,648,0
25.0,39425.0,2,RENT,8575.0,15.62,676,1
26.0,71784.0,4,RENT,8500.0,11.83,643,0
22.0,95631.0,0,RENT,14000.0,13.48,617,0
22.0,46520.0,1,MORTGAGE,4500.0,5.79,616,0
26.0,60933.0,6,RENT,9000.0,7.66,664,0
26.0,104284.0,7,RENT,10000.0,13.49,654,0
24.0,101741.0,3,RENT,12000.0,6.91,665,0
23.0,58805.0,1,MORTGAGE,14125.0,11.01,664,0
23.0,77105.0,2,RENT,6000.0,13.22,653,0
25.0,121078.0,5,RENT,12000.0,9.91,701,0
22.0,83812.0,0,MORTGAGE,7800.0,12.41,595,0
23.0,145074.0,0,MORTGAGE,10000.0,11.01,656,0
21.0,36946.0,0,MORTGAGE,3000.0,5.99,650,0
25.0,72755.0,4,RENT,1200.0,7.66,574,0
26.0,53670.0,5,RENT,4600.0,13.99,658,1
23.0,51599.0,0,MORTGAGE,12000.0,15.23,691,0
25.0,56230.0,0,RENT,11500.0,12.53,577,0
24.0,45201.0,1,MORTGAGE,10000.0,10.99,565,0
24.0,25903.0,2,OWN,10000.0,10.59,573,0
26.0,45219.0,2,RENT,9600.0,11.97,619,0
22.0,108843.0,0,MORTGAGE,20000.0,12.53,580,0
26.0,78509.0,3,MORTGAGE,2000.0,11.99,659,0
24.0,73044.0,4,MORTGAGE,21000.0,11.01,677,0
23.0,145077.0,3,MORTGAGE,6000.0,13.06,647,0
25.0,26160.0,3,RENT,5175.0,12.53,665,0
26.0,72596.0,3,MORTGAGE,12500.0,6.92,644,0
24.0,157043.0,1,OWN,22800.0,11.01,546,0
23.0,138893.0,2,MORTGAGE,10000.0,14.27,671,0
23.0,55086.0,0,RENT,14500.0,10.36,629,1
22.0,91593.0,1,MORTGAGE,10000.0,11.01,622,0
21.0,42678.0,0,OWN,6500.0,13.43,595,0
22.0,50174.0,0,MORTGAGE,7000.0,7.9,531,1
26.0,91144.0,5,MORTGAGE,4000.0,12.99,644,0
24.0,61313.0,3,RENT,7200.0,11.71,681,0
23.0,26272.0,1,RENT,4550.0,13.72,638,0
25.0,74427.0,1,OWN,15000.0,14.65,666,0
26.0,93417.0,4,RENT,15000.0,10.0,606,0
26.0,89676.0,3,MORTGAGE,4475.0,9.99,682,0
23.0,87830.0,1,RENT,3000.0,16.89,636,1
24.0,66181.0,1,RENT,2500.0,11.14,655,1
25.0,23962.0,0,RENT,5000.0,10.99,655,1
25.0,43243.0,1,RENT,10000.0,9.32,594,0
23.0,32493.0,0,RENT,3800.0,7.9,594,0
26.0,42922.0,3,MORTGAGE,6000.0,7.51,654,0
22.0,66591.0,0,MORTGAGE,13500.0,9.67,618,0
23.0,62121.0,4,MORTGAGE,17500.0,14.09,676,1
26.0,71878.0,4,RENT,18000.0,16.0,628,1
25.0,186090.0,0,MORTGAGE,12225.0,7.49,672,0
23.0,30041.0,3,RENT,14075.0,11.01,703,1
24.0,241181.0,0,RENT,12000.0,12.69,654,0
24.0,31600.0,0,MORTGAGE,4000.0,16.49,650,1
21.0,231235.0,0,MORTGAGE,20000.0,6.54,642,0
25.0,211129.0,0,RENT,10000.0,15.05,610,0
24.0,48922.0,1,RENT,3600.0,10.59,586,0
23.0,169156.0,0,RENT,9000.0,7.14,642,0
23.0,71158.0,0,MORTGAGE,5000.0,8.59,689,1
23.0,72759.0,2,RENT,3600.0,9.99,523,0
23.0,75080.0,0,MORTGAGE,5000.0,11.36,650,0
21.0,36732.0,0,RENT,1000.0,10.99,680,0
24.0,160544.0,2,RENT,17400.0,11.71,689,0
23.0,63482.0,0,RENT,8000.0,13.22,687,0
23.0,108934.0,0,MORTGAGE,12000.0,12.18,566,0
21.0,18834.0,0,RENT,2200.0,11.01,673,0
23.0,59149.0,2,RENT,3850.0,8.49,574,0
21.0,32812.0,0,RENT,4750.0,12.23,669,0
26.0,97087.0,0,MORTGAGE,15000.0,16.07,664,0
26.0,73106.0,2,MORTGAGE,16000.0,7.9,655,0
21.0,82727.0,0,MORTGAGE,16000.0,11.26,671,0
22.0,28276.0,3,RENT,4850.0,14.27,575,0
23.0,43982.0,2,RENT,7000.0,9.99,654,0
23.0,109020.0,3,RENT,13000.0,12.73,649,0
22.0,30705.0,1,OWN,10000.0,11.01,513,0
24.0,91293.0,3,RENT,2000.0,9.99,590,0
26.0,168690.0,4,MORTGAGE,24250.0,12.53,509,0
23.0,34588.0,1,OWN,7500.0,11.01,597,0
23.0,30001.0,1,RENT,2800.0,11.49,659,1
25.0,101077.0,2,MORTGAGE,5000.0,6.76,589,0
24.0,90701.0,6,RENT,12000.0,6.62,620,0
22.0,58657.0,0,MORTGAGE,6500.0,10.62,657,0
25.0,23759.0,3,OWN,4000.0,7.4,686,1
22.0,22502.0,3,RENT,3600.0,11.01,674,1
22.0,51188.0,0,MORTGAGE,3200.0,7.9,556,1
24.0,153482.0,1,MORTGAGE,12000.0,15.05,664,0
25.0,42817.0,5,RENT,5600.0,16.77,691,1
21.0,18178.0,0,RENT,1825.0,15.62,630,1
21.0,82959.0,0,RENT,3000.0,11.78,667,0
24.0,35718.0,4,RENT,8000.0,11.01,631,0
25.0,120850.0,4,MORTGAGE,12000.0,8.94,622,0
21.0,29537.0,0,RENT,10000.0,13.48,659,1
25.0,61044.0,4,RENT,12000.0,15.31,673,0
23.0,140247.0,3,RENT,11000.0,8.94,692,0
26.0,58694.0,3,RENT,25000.0,18.43,660,1
23.0,96787.0,0,MORTGAGE,10000.0,7.74,638,0
22.0,33599.0,3,RENT,2800.0,7.51,595,1
26.0,28107.0,4,RENT,2500.0,6.76,598,1
23.0,70383.0,1,MORTGAGE,3500.0,10.65,495,0
22.0,36673.0,0,RENT,6400.0,15.99,692,1
23.0,36893.0,0,MORTGAGE,4000.0,16.32,569,1
22.0,30187.0,2,OWN,1800.0,11.89,546,0
23.0,76164.0,0,MORTGAGE,12000.0,6.91,550,0
22.0,83980.0,0,RENT,6000.0,12.99,643,0
22.0,44389.0,1,RENT,6000.0,7.51,568,0
25.0,58362.0,1,RENT,3000.0,9.32,665,1
25.0,73033.0,3,MORTGAGE,10000.0,12.21,597,0
25.0,77879.0,6,RENT,8000.0,15.28,608,1
25.0,41479.0,1,MORTGAGE,2000.0,7.66,703,1
21.0,29752.0,0,RENT,2000.0,11.14,516,0
22.0,29553.0,0,OWN,6000.0,12.68,643,0
22.0,39454.0,4,RENT,14000.0,12.23,580,1
25.0,27192.0,3,OWN,7500.0,11.01,712,0
23.0,54560.0,2,RENT,4800.0,13.98,662,0
24.0,114873.0,0,RENT,6500.0,8.49,674,0
22.0,61117.0,0,RENT,7500.0,8.32,543,0
22.0,52798.0,0,RENT,4800.0,11.03,601,0
23.0,24200.0,0,RENT,6250.0,16.82,616,1
23.0,54660.0,0,RENT,1500.0,11.63,669,0
26.0,64318.0,5,MORTGAGE,8000.0,7.88,664,0
25.0,82803.0,0,RENT,10000.0,14.26,639,0
23.0,85551.0,0,RENT,9600.0,7.9,684,0
24.0,45623.0,3,RENT,7200.0,7.9,615,0
25.0,47421.0,2,RENT,16000.0,15.65,656,1
23.0,59480.0,2,MORTGAGE,2400.0,7.66,696,0
23.0,109173.0,0,MORTGAGE,6000.0,11.89,592,0
24.0,118627.0,0,MORTGAGE,13200.0,15.28,668,1
24.0,123334.0,0,MORTGAGE,9800.0,10.36,602,0
22.0,32518.0,0,MORTGAGE,4400.0,11.49,625,0
24.0,85006.0,2,RENT,13000.0,10.0,688,0
26.0,65554.0,1,MORTGAGE,8500.0,14.79,594,1
23.0,145139.0,1,MORTGAGE,6000.0,9.99,642,0
22.0,59905.0,0,MORTGAGE,2400.0,5.79,580,0
25.0,24028.0,1,RENT,4000.0,11.01,529,1
24.0,116487.0,1,RENT,7000.0,9.91,537,0
25.0,38265.0,3,RENT,1800.0,8.32,657,0
24.0,121050.0,2,RENT,11000.0,5.42,626,0
23.0,49157.0,0,RENT,15000.0,11.71,649,1
23.0,85042.0,0,MORTGAGE,20000.0,12.21,609,0
23.0,121264.0,5,MORTGAGE,10000.0,10.59,589,0
23.0,95147.0,1,MORTGAGE,15000.0,16.82,636,0
26.0,55096.0,2,RENT,6000.0,7.49,639,0
24.0,102655.0,1,MORTGAGE,7500.0,13.99,605,0
26.0,54880.0,7,MORTGAGE,10000.0,16.89,688,0
22.0,43924.0,0,RENT,5000.0,12.68,592,1
25.0,131524.0,2,MORTGAGE,15000.0,10.25,601,0
22.0,44292.0,0,RENT,4000.0,11.01,667,0
26.0,39118.0,2,RENT,6400.0,14.35,461,0
22.0,65924.0,3,RENT,7000.0,14.96,698,1
23.0,89202.0,0,MORTGAGE,7500.0,11.01,695,0
24.0,80544.0,0,RENT,30000.0,11.01,668,1
25.0,60954.0,3,MORTGAGE,2100.0,11.49,579,1
22.0,73798.0,0,RENT,25000.0,15.95,662,1
22.0,73331.0,0,MORTGAGE,11200.0,5.79,636,0
25.0,61030.0,5,MORTGAGE,2600.0,6.03,676,0
24.0,73017.0,1,MORTGAGE,8500.0,10.59,609,0
24.0,114791.0,0,MORTGAGE,15000.0,12.69,642,0
22.0,72816.0,0,MORTGAGE,6125.0,6.17,515,0
24.0,90923.0,0,RENT,10000.0,6.62,660,0
22.0,91015.0,2,MORTGAGE,9000.0,6.99,616,0
22.0,45375.0,0,RENT,10000.0,11.01,668,0
24.0,65759.0,3,RENT,5500.0,8.07,641,0
25.0,123605.0,2,MORTGAGE,25000.0,10.99,652,1
22.0,74488.0,3,MORTGAGE,12000.0,13.49,533,0
23.0,54040.0,0,MORTGAGE,5500.0,6.17,651,0
25.0,126801.0,5,MORTGAGE,6500.0,13.87,624,0
22.0,87493.0,1,OWN,15000.0,10.25,567,0
24.0,37181.0,2,RENT,8000.0,9.25,625,0
24.0,35674.0,4,RENT,14400.0,15.7,643,1
23.0,26437.0,2,RENT,7500.0,7.14,565,1
26.0,44890.0,6,RENT,5400.0,8.9,680,0
25.0,91854.0,3,MORTGAGE,14500.0,9.63,660,0
26.0,130811.0,5,RENT,25000.0,15.05,598,1
25.0,60425.0,3,RENT,12000.0,7.14,593,0
26.0,63182.0,7,MORTGAGE,3300.0,10.99,675,0
23.0,53948.0,2,RENT,3000.0,11.49,557,0
26.0,49306.0,4,RENT,12000.0,7.51,579,0
24.0,73039.0,1,RENT,12000.0,8.9,596,0
26.0,61090.0,1,MORTGAGE,10000.0,7.74,625,0
23.0,46576.0,0,RENT,4500.0,7.88,609,0
23.0,84670.0,4,RENT,17000.0,8.88,698,0
22.0,58683.0,0,MORTGAGE,5000.0,7.88,667,0
23.0,29673.0,0,RENT,5500.0,10.99,674,0
23.0,73169.0,0,MORTGAGE,10000.0,11.01,545,0
22.0,42230.0,0,RENT,5000.0,16.89,658,1
24.0,144887.0,3,MORTGAGE,16000.0,9.63,643,0
24.0,97628.0,1,MORTGAGE,12000.0,5.79,656,0
25.0,34167.0,2,RENT,3500.0,10.99,573,1
23.0,60785.0,1,MORTGAGE,13750.0,18.43,503,1
22.0,43345.0,0,RENT,2400.0,11.01,684,0
23.0,152279.0,1,RENT,8000.0,13.23,633,0
21.0,24961.0,1,RENT,3000.0,10.37,661,0
22.0,193008.0,0,RENT,20000.0,7.49,650,0
22.0,55975.0,0,RENT,12000.0,11.71,617,0
26.0,49038.0,2,OWN,15000.0,9.64,646,0
25.0,48951.0,2,RENT,5600.0,14.61,668,0
23.0,92048.0,0,RENT,7000.0,6.54,624,0
22.0,53076.0,3,RENT,2400.0,10.99,621,0
25.0,66771.0,2,RENT,6000.0,10.65,664,0
26.0,73082.0,6,RENT,5000.0,7.14,560,0
25.0,36847.0,7,RENT,9000.0,17.58,568,0
22.0,63558.0,0,RENT,5000.0,6.99,636,0
22.0,121043.0,0,MORTGAGE,3000.0,11.49,682,0
25.0,108911.0,4,MORTGAGE,20000.0,6.54,569,0
24.0,56953.0,3,RENT,8000.0,15.23,642,1
25.0,174983.0,3,MORTGAGE,25000.0,11.36,649,0
25.0,72900.0,3,RENT,17000.0,6.91,678,0
21.0,241346.0,0,MORTGAGE,16000.0,14.65,528,0
25.0,95737.0,1,MORTGAGE,9000.0,6.76,657,0
24.0,145207.0,1,MORTGAGE,25000.0,13.99,671,0
24.0,57035.0,4,RENT,7000.0,6.62,666,0
26.0,60933.0,3,RENT,13000.0,11.01,585,0
22.0,45612.0,0,RENT,10000.0,11.01,657,1
23.0,57283.0,3,MORTGAGE,13850.0,12.68,656,0
24.0,87080.0,3,RENT,14000.0,7.9,665,0
23.0,54742.0,1,MORTGAGE,8650.0,14.27,647,0
25.0,74774.0,2,MORTGAGE,5650.0,7.66,688,0
25.0,41649.0,3,MORTGAGE,10000.0,11.26,711,0
23.0,28286.0,0,RENT,1775.0,6.99,583,0
23.0,34674.0,5,RENT,6000.0,9.63,627,0
24.0,54885.0,1,RENT,4000.0,15.99,586,1
24.0,53726.0,3,MORTGAGE,25000.0,15.58,663,1
21.0,50074.0,0,RENT,12000.0,15.21,668,1
26.0,91218.0,0,MORTGAGE,12000.0,6.92,685,0
23.0,41006.0,0,RENT,1800.0,11.99,647,0
26.0,109136.0,6,RENT,5525.0,11.36,675,0
25.0,30840.0,2,RENT,7500.0,12.98,568,0
23.0,26535.0,3,OWN,3825.0,14.65,600,0
23.0,90594.0,0,RENT,20000.0,17.04,703,1
23.0,203286.0,1,RENT,20000.0,11.58,679,0
24.0,52540.0,4,MORTGAGE,10000.0,16.89,642,1
25.0,34689.0,4,RENT,7500.0,15.33,672,1
24.0,78149.0,0,RENT,5000.0,11.86,480,0
24.0,54246.0,0,RENT,2000.0,8.0,689,1
22.0,127260.0,0,RENT,6000.0,11.99,643,0
23.0,109102.0,0,MORTGAGE,10150.0,11.97,655,0
25.0,368261.0,2,RENT,24250.0,13.85,558,0
23.0,59620.0,0,MORTGAGE,5000.0,15.21,646,1
23.0,110298.0,0,MORTGAGE,12000.0,11.01,586,0
26.0,64710.0,4,RENT,6800.0,9.91,570,0
25.0,59957.0,4,MORTGAGE,6000.0,10.0,636,0
23.0,46827.0,0,MORTGAGE,5400.0,7.9,648,0
22.0,65893.0,1,RENT,3200.0,16.49,612,1
23.0,90782.0,0,RENT,6000.0,6.03,565,0
26.0,145063.0,2,RENT,6000.0,9.88,688,0
23.0,121152.0,0,MORTGAGE,11000.0,8.49,605,0
23.0,128491.0,1,MORTGAGE,10000.0,7.14,546,0
24.0,69286.0,1,MORTGAGE,2400.0,12.69,568,0
24.0,41067.0,3,OWN,12250.0,13.11,635,0
21.0,35900.0,0,RENT,8000.0,9.88,656,0
24.0,61097.0,1,RENT,1500.0,11.01,667,0
23.0,89499.0,0,RENT,25000.0,10.36,563,1
25.0,66070.0,4,MORTGAGE,5100.0,9.62,627,0
25.0,72017.0,3,OWN,5000.0,6.17,657,0
24.0,49309.0,0,OWN,2000.0,12.53,677,0
23.0,90940.0,2,MORTGAGE,10200.0,6.03,681,0
25.0,49059.0,5,RENT,6500.0,11.89,653,0
26.0,64515.0,2,OWN,2500.0,9.91,543,0
22.0,29765.0,0,OWN,4750.0,11.01,613,0
22.0,29716.0,0,RENT,1000.0,12.84,604,0
23.0,97941.0,0,MORTGAGE,5000.0,11.01,628,0
23.0,36617.0,2,RENT,6000.0,11.71,609,0
25.0,59960.0,2,RENT,12000.0,13.49,674,1
22.0,55817.0,0,RENT,11000.0,10.59,662,0
25.0,56144.0,5,RENT,7000.0,8.49,657,0
26.0,39906.0,2,MORTGAGE,3000.0,13.22,575,0
24.0,89449.0,1,MORTGAGE,7000.0,6.99,586,0
26.0,145105.0,2,MORTGAGE,13000.0,10.99,630,0
25.0,80921.0,0,MORTGAGE,4000.0,12.18,581,0
22.0,90694.0,0,RENT,21000.0,10.0,677,0
21.0,25152.0,2,RENT,2500.0,13.79,699,0
24.0,43042.0,2,RENT,10000.0,11.01,662,0
22.0,61073.0,2,MORTGAGE,10000.0,11.01,568,0
24.0,69152.0,0,MORTGAGE,8000.0,5.42,650,0
22.0,37024.0,0,RENT,5000.0,11.49,689,0
24.0,63284.0,2,MORTGAGE,15000.0,10.0,712,0
26.0,107633.0,1,MORTGAGE,8000.0,10.99,542,0
22.0,58451.0,2,RENT,16500.0,8.9,632,1
22.0,93314.0,0,MORTGAGE,21000.0,11.48,503,0
25.0,84618.0,7,RENT,15000.0,14.42,634,0
24.0,118578.0,4,RENT,16000.0,16.32,672,1
23.0,66927.0,3,MORTGAGE,8000.0,7.49,625,0
23.0,44385.0,4,RENT,15000.0,10.25,735,1
24.0,76600.0,0,RENT,16800.0,15.65,684,1
24.0,87214.0,0,MORTGAGE,5000.0,6.03,587,0
24.0,57558.0,3,MORTGAGE,12000.0,12.21,553,0
24.0,61036.0,0,MORTGAGE,3000.0,13.47,709,0
25.0,33600.0,3,RENT,5000.0,7.9,543,1
23.0,87319.0,0,RENT,10000.0,13.85,646,0
22.0,69969.0,0,MORTGAGE,21000.0,11.48,645,0
24.0,30933.0,3,RENT,4000.0,9.45,645,0
23.0,65714.0,4,RENT,20000.0,11.83,615,1
25.0,47305.0,1,RENT,2200.0,12.69,641,0
25.0,87256.0,6,MORTGAGE,25000.0,11.89,619,0
22.0,82517.0,1,MORTGAGE,6400.0,7.14,686,0
23.0,15016.0,0,RENT,2100.0,8.94,622,1
24.0,139117.0,0,RENT,3000.0,14.27,562,0
23.0,72088.0,0,RENT,17000.0,10.25,689,0
23.0,73263.0,2,RENT,25000.0,10.25,693,1
22.0,58217.0,0,RENT,13000.0,7.88,653,1
22.0,48914.0,1,RENT,11000.0,5.79,686,0
24.0,10482.0,3,RENT,1000.0,11.36,606,0
22.0,66854.0,2,RENT,2500.0,14.35,696,0
24.0,20999.0,1,MORTGAGE,3900.0,11.01,453,1
26.0,64565.0,6,MORTGAGE,8000.0,11.01,615,0
23.0,48783.0,2,MORTGAGE,6000.0,14.79,571,0
22.0,65529.0,0,MORTGAGE,7000.0,10.65,633,0
21.0,78910.0,0,MORTGAGE,10000.0,6.03,640,0
24.0,96782.0,0,RENT,20000.0,13.06,628,0
26.0,72644.0,4,MORTGAGE,12000.0,10.65,660,0
24.0,29600.0,1,RENT,7000.0,15.62,660,1
22.0,111152.0,0,MORTGAGE,16800.0,15.62,629,1
24.0,146309.0,1,RENT,20000.0,8.9,684,0
24.0,60951.0,1,OWN,10000.0,11.12,676,0
24.0,174844.0,4,MORTGAGE,7000.0,10.99,648,0
21.0,10553.0,3,RENT,1200.0,15.23,651,0
23.0,42805.0,0,MORTGAGE,5000.0,12.98,585,1
26.0,67053.0,5,MORTGAGE,10000.0,7.51,718,1
26.0,100300.0,0,RENT,5450.0,7.9,605,0
25.0,62198.0,0,MORTGAGE,16750.0,16.4,650,0
22.0,102624.0,0,MORTGAGE,6000.0,11.01,678,0
26.0,108156.0,3,OWN,5000.0,11.83,527,0
25.0,131731.0,4,MORTGAGE,14000.0,9.63,620,0
23.0,116421.0,3,RENT,7300.0,8.49,696,0
26.0,73068.0,3,MORTGAGE,30000.0,14.27,668,0
26.0,84780.0,1,MORTGAGE,8000.0,14.84,691,0
22.0,43508.0,2,RENT,8000.0,9.2,635,0
25.0,87577.0,3,RENT,10000.0,10.37,697,0
21.0,38108.0,0,RENT,6000.0,16.89,574,1
24.0,79090.0,0,RENT,6400.0,9.99,700,0
